id;theme;soustheme;type;question;reponse
2069;Culture Générale;questions;texte;Qui était la star hollywoodienne ayant gagné le plus d'argent en 2023 ?;Adam Sandler
2070;Culture Générale;questions;texte;Quel auteur et star de la télévision a été agent secret avant de développer un répulsif à requins ?;Julia Child
2071;Culture Générale;questions;texte;Quel parc national abrite des lucioles synchronisées dans l'hémisphère occidental ?;Le parc national des Great Smoky Mountains
2072;Culture Générale;questions;texte;Quels textes d’horreur célèbres ont été écrits pendant des vacances pluvieuses ?;Frankenstein et The Vampyre
2073;Culture Générale;questions;texte;Quelle est la plus grande fleur du monde ?;"Rafflesia arnoldii, appelée ""fleur de cadavre"" à cause de son odeur."
2074;Culture Générale;questions;texte;Où le café a-t-il été inventé, selon la légende ?;En Éthiopie Les Plus Lus Les 17 tendances mode homme pour l'automne-hiver 2025-2026 Mode Les 17 tendances mode homme pour l'automne-hiver 2025-2026 Par Adrien Communier Les 6 meilleurs Airbnb à Madère, l'archipel portugais au large de l'Atlantique surnommé le “Hawaii d'Europe” Shopping Les 6 meilleurs Airbnb à Madère, l'archipel portugais au large de l'Atlantique surnommé le “Hawaii d'Europe” Par Léa Levy Cette routine d'étirements est la seule bonne façon de commencer la journée Bien-être Cette routine d'étirements est la seule bonne façon de commencer la journée Par Tom Ward
2075;Culture Générale;questions;texte;Quel mot est mal orthographié dans tous les dictionnaires anglais ?;Incorrectly
2076;Culture Générale;questions;texte;Quel lien distant la poétesse Emily Dickinson partage-t-elle avec Taylor Swift ?;Cousines au sixième degré, trois fois éloignées.
2077;Culture Générale;questions;texte;"Quel lauréat du prix Pulitzer a inventé le terme ""colorisme"" en 1982 ?";Alice Walker
2078;Culture Générale;questions;texte;Quel navire a secouru les passagers du Titanic après le naufrage ?;Le Carpathia
2079;Culture Générale;questions;texte;Qui a remporté un EGOT à titre posthume en 1994 ?;Audrey Hepburn
2080;Culture Générale;questions;texte;Quelle est la partie la plus profonde connue de l’océan ?;La fosse des Mariannes (36 070 pieds). Questions et réponses sur la culture pop Amateurs de culture pop, ce quiz est fait pour vous ! Si des questions sur la musique et le cinéma sont déjà présentes tout au long de notre liste, les passionnés de cinéma ou les experts en histoire de la musique auront particulièrement leur chance. Nous avons réservé nos deux dernières sections pour des questions exclusivement sur la culture pop, couvrant plusieurs décennies d'histoire du cinéma et de la musique. De quoi ravir un public multigénérationnel lors d'une soirée quiz (idéal pour une soirée jeux en famille !). Prêts ? C'est parti... Questions sur la musique Amy Winehouse, Jimi Hendrix et Janis Joplin font partie de quel groupe malheureux ? Réponse : Le 27 Club
2081;Culture Générale;questions;texte;Qui Britney Spears a-t-elle embrassé lors des VMAs 2003, à part Madonna ?;Christina Aguilera
2082;Culture Générale;questions;texte;Quelle chanson a été la première vidéo musicale diffusée sur MTV ?;“Video Killed the Radio Star” des Buggles
2083;Culture Générale;questions;texte;Avec quel album Beyoncé a-t-elle lancé sa carrière solo ?;“Dangerously In Love”
2084;Culture Générale;questions;texte;Quel est le nom de scène de Stefani Joanne Angelina Germanotta ?;Lady Gaga
2085;Culture Générale;questions;texte;"Qui a chanté la première version enregistrée de ""Strange Fruit"", une chanson contre le racisme et la violence envers les Noirs ?";Billie Holiday
2086;Culture Générale;questions;texte;Quelle artiste a été la première femme intronisée au Rock & Roll Hall of Fame ?;Aretha Franklin
2087;Culture Générale;questions;texte;"Quel artiste a joué 27 instruments différents sur son premier album, ""For You"" ?";Prince
2088;Culture Générale;questions;texte;Où le groupe ABBA s'est-il formé ?;En Suède
2089;Culture Générale;questions;texte;Quel single des Beatles est resté le plus longtemps numéro 1 du Billboard ?;“Hey Jude”
2090;Culture Générale;questions;texte;Quel était le vrai prénom de Notorious BIG ?;Christopher
2091;Culture Générale;questions;texte;Quel âge avait Taylor Swift lorsqu'elle a remporté son premier Grammy de l'album de l'année ?;20 ans
2092;Culture Générale;questions;texte;Starchild, Demon, Spaceman et Catman sont les personnages de scène de quel groupe ?;KISS
2093;Culture Générale;questions;texte;Combien de membres compte BTS ?;Sept
2094;Culture Générale;questions;texte;Quel a été le premier numéro 1 des Beach Boys ?;"""I Get Around"""
2095;Culture Générale;questions;texte;De quel instrument Lizzo joue-t-elle ?;La flûte
2096;Culture Générale;questions;texte;Quel artiste a interprété tous les personnages de West Side Story lors d’une représentation télévisée en 1978 ?;Cher Les Plus Lus Les 17 tendances mode homme pour l'automne-hiver 2025-2026 Mode Les 17 tendances mode homme pour l'automne-hiver 2025-2026 Par Adrien Communier Les 6 meilleurs Airbnb à Madère, l'archipel portugais au large de l'Atlantique surnommé le “Hawaii d'Europe” Shopping Les 6 meilleurs Airbnb à Madère, l'archipel portugais au large de l'Atlantique surnommé le “Hawaii d'Europe” Par Léa Levy Cette routine d'étirements est la seule bonne façon de commencer la journée Bien-être Cette routine d'étirements est la seule bonne façon de commencer la journée Par Tom Ward
2097;Culture Générale;questions;texte;Quel est le groupe le plus ancien à avoir gardé sa formation d'origine ?;U2
2098;Culture Générale;questions;texte;Quel est l’album le plus vendu de tous les temps aux États-Unis ?;“Their Greatest Hits (1971-1975)” des Eagles
2099;Culture Générale;questions;texte;Comment Otis Redding est-il mort ?;Dans un accident d’avion
2100;Culture Générale;questions;texte;"Quel artiste country a connu un succès en 1957 avec ""Walkin' After Midnight"" ?";Patsy Cline
2101;Culture Générale;questions;texte;En 2017, quel single est arrivé en tête des ventes dans 47 pays simultanément ?;“Despacito”
2102;Culture Générale;questions;texte;Qui a devancé Beyoncé en 2021 pour le titre d'artiste féminine ayant reçu le plus grand nombre de Grammys ?;Alison Krauss
2103;Culture Générale;questions;texte;"Quel est le nom du quatrième album studio de Led Zeppelin, qui inclut ""Stairway to Heaven"" ?";Led Zeppelin IV
2104;Culture Générale;questions;texte;Ariana Grande a commencé sa carrière à 15 ans dans quelle comédie musicale de Broadway ?;13
2105;Culture Générale;questions;texte;Qui est la plus jeune personne à avoir remporté un Grammy pour l'album de l'année ?;Billie Eilish (à 18 ans)
2106;Culture Générale;questions;texte;"Qui a sorti ""Uptown Funk"", qui a passé 14 semaines à la première place du Billboard en 2015 ?";Mark Ronson (feat. Bruno Mars)
2107;Culture Générale;questions;texte;Quelle a été la première chanson écrite par Olivia Rodrigo à entrer dans le Billboard Hot 100 ?;"""All I Want"""
2108;Culture Générale;questions;texte;Combien des 10 albums les plus vendus en 2023 étaient de Taylor Swift ?;Cinq
2109;Culture Générale;questions;texte;Qui est la première femme noire à avoir écrit une chanson sur un tube country numéro 1 ?;"Tracy Chapman (via Luke Combs et ""Fast Car"")"
2110;Culture Générale;questions;texte;Qui a remporté le Grammy 2024 du disque de l’année ?;"Miley Cyrus pour ""Flowers"""
2111;Culture Générale;questions;texte;Combien d'albums solo Lauryn Hill a-t-elle produits ?;Un seul
2112;Culture Générale;questions;texte;Quel groupe punk influent a été formé par Kathleen Hanna au début des années 1990 ?;Bikini Kill
2113;Culture Générale;questions;texte;Qui sont les trois membres du supergroupe indie Boygenius ?;Julien Baker, Phoebe Bridgers, Lucy Dacus
2114;Culture Générale;questions;texte;Quels sont les prénoms des cinq membres des Backstreet Boys ?;"Nick, AJ, Brian, Kevin, Howie Questions sur les films De quel film provient la chanson ""Journey to the Past"", nominée aux Oscars ? Réponse : Anastasia"
2115;Culture Générale;questions;texte;Qui joue la fée marraine dans la version 1997 de Cendrillon avec Brandy ?;Whitney Houston
2116;Culture Générale;questions;texte;Combien d'enfants compte la famille Von Trapp dans La Mélodie du bonheur ?;Sept
2117;Culture Générale;questions;texte;Quel film a rapporté le plus d’argent de tous les temps ?;Avatar
2118;Culture Générale;questions;texte;À quelle nuance spécifique Miranda Priestly, interprétée par Meryl Streep, consacre-t-elle un monologue dans Le diable s'habille en Prada ?;Céruléen
2119;Culture Générale;questions;texte;Quel documentaire dépeint les salles de bal de New York pendant l’épidémie de sida, dans les années 1980 ?;Paris is Burning Les Plus Lus Les 17 tendances mode homme pour l'automne-hiver 2025-2026 Mode Les 17 tendances mode homme pour l'automne-hiver 2025-2026 Par Adrien Communier Les 6 meilleurs Airbnb à Madère, l'archipel portugais au large de l'Atlantique surnommé le “Hawaii d'Europe” Shopping Les 6 meilleurs Airbnb à Madère, l'archipel portugais au large de l'Atlantique surnommé le “Hawaii d'Europe” Par Léa Levy Cette routine d'étirements est la seule bonne façon de commencer la journée Bien-être Cette routine d'étirements est la seule bonne façon de commencer la journée Par Tom Ward
2120;Culture Générale;questions;texte;Quel a été le premier long-métrage d'animation jamais sorti ?;Blanche-Neige et les sept nains
2121;Culture Générale;questions;texte;Quel est le nom du personnage joué par Jeff Goldblum dans Jurassic Park et moins bien joué par lui dans Le Monde perdu : Jurassic Park ?;Ian Malcolm
2122;Culture Générale;questions;texte;"Quel est le nom de la danse emblématique qui commence par un ""jump to the left"" dans The Rocky Horror Picture Show ?";La distorsion temporelle
2123;Culture Générale;questions;texte;Dans quelle ville fictive se déroule Les Dents de la mer ?;Amity Island
2124;Culture Générale;questions;texte;De quel groupe musical Dreamgirls est-il censé s’inspirer ?;Les Supremes
2125;Culture Générale;questions;texte;D'où vient Jack Dawson dans Titanic ?;Chippewa Falls, Wisconsin
2126;Culture Générale;questions;texte;"Que signifie la classification des films ""R"" ?";Restreint
2127;Culture Générale;questions;texte;Quel est le premier film pour lequel Alan Rickman a été crédité ?;Die Hard
2128;Culture Générale;questions;texte;Quel film des années 90 a eu les mêmes costumiers que Romy & Michele's High School Reunion ?;Clueless
2129;Culture Générale;questions;texte;Quelle est la seule princesse Disney inspirée par une personne réelle ?;Pocahontas
2130;Culture Générale;questions;texte;Combien de soleils compte la planète Tatooine dans Star Wars ?;Deux
2131;Culture Générale;questions;texte;Quel est le premier - et toujours le seul - film d'horreur à remporter l'Oscar du meilleur film ?;Le Silence des Agneaux
2132;Culture Générale;questions;texte;Quel film non anglais a remporté l’Oscar du meilleur film en premier ?;Parasite
2133;Culture Générale;questions;texte;Quel est le nom de l'hôtel dans Psycho ?;Le motel Bates
2134;Culture Générale;questions;texte;Combien de fois Une étoile est née a-t-il été refait ?;Quatre fois
2135;Culture Générale;questions;texte;Pourquoi Ally Sheedy est-elle en détention dans The Breakfast Club ?;"Parce qu’elle ""n’avait rien de mieux à faire"""
2136;Culture Générale;questions;texte;Qui a été la première actrice noire à remporter un Oscar ?;Hattie McDaniel pour Autant en emporte le vent en 1940
2137;Culture Générale;questions;texte;Quels films partagent le titre de lauréat du plus grand nombre d'Oscars ?;Le Seigneur des anneaux : Le retour du roi, Ben-Hur, Titanic
2138;Culture Générale;questions;texte;Quel est le nom du personnage joué par Tom Cruise dans la série Mission Impossible ?;Ethan Hunt
2139;Culture Générale;questions;texte;"Quelle actrice emblématique a dit : ""Quand je suis bonne, je suis très bonne, mais quand je suis mauvaise, je suis meilleure"" ?";Mae West
2140;Culture Générale;questions;texte;Quel groupe des années 2000 joue un rôle central dans New York Minute avec Mary Kate et Ashley ?;Simple Plan
