id;theme;soustheme;type;question;reponse
1522;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Madagascar est Beyrouth ?;Faux (c'est Antananarivo)
1523;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Laser est associé(e) à Theodore Maiman ?;Vrai
1524;Sport;Records & événements;ouverte;Record du monde du saut à la perche (6,23 m en 2023);Armand Duplantis
1525;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Royaume-Uni est Berne ?;Faux (c'est Londres)
1526;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 2016 ?;Référendum sur le Brexit
1527;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Macédoine du Nord est Sofia ?;Faux (c'est Skopje)
1528;Géographie;Capitales;ouverte;Quelle est la capitale de Namibie ?;Windhoek
1529;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Soudan du Sud est Katmandou ?;Faux (c'est Djouba)
1530;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Haïti est Washington ?;Faux (c'est Port-au-Prince)
1531;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « La Ronde de nuit » est de Rembrandt ?;Vrai
1532;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Ampoule électrique à filament est associé(e) à Thomas Edison ?;Vrai
1533;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Guernica » est de Pablo Picasso ?;Vrai
1534;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à J. K. Rowling ?;Harry Potter à l'école des sorciers
1535;Droit & Justice;Institutions & textes;ouverte;Principe juridique : 'nul n'est censé ignorer la loi' est un;Adage
1536;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Plus grand récif corallien du monde — Grande Barrière de corail ?;Vrai
1537;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Les Cerfs-volants de Kaboul » ?;Khaled Hosseini
1538;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1804 ?;Couronnement de Napoléon Ier
1539;Transports & Explorations;Explorations & engins;ouverte;Sonde ayant quitté l'héliosphère (2012);Voyager 1
1540;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Congo est Abuja ?;Faux (c'est Brazzaville)
1541;Langue française & Linguistique;Mots, figures et étymologie;ouverte;Synonyme de 'pérégrination';Voyage
1542;Culture populaire;BD, mangas, jeux vidéo;ouverte;BD belge mettant en scène un reporter à houppe;Tintin
1543;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Sequençage du génome humain est associé(e) à Projet génome humain ?;Vrai
1544;Géographie;Capitales;ouverte;De quel pays Kampala est-elle la capitale ?;Ouganda
1545;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Aldous Huxley ?;Le Meilleur des mondes
1546;Cinéma & Séries;Films, prix, répliques;ouverte;Réalisateur de 'Parasite';Bong Joon-ho
1547;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Dynamite est associé(e) à Alfred Nobel ?;Vrai
1548;Géographie;Capitales;vrai/faux;Vrai ou faux : Amman est la capitale de Jordanie ?;Vrai
1549;Géographie;Capitales;vrai/faux;Vrai ou faux : Singapour est la capitale de Singapour ?;Vrai
1550;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Teflon est associé(e) à Roy Plunkett ?;Vrai
1551;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « Heydar Aliyev Center » ?;Zaha Hadid
1552;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Gaz majoritaire dans l'atmosphère terrestre — Azote ?;Vrai
1553;Géographie;Capitales;vrai/faux;Vrai ou faux : Bridgetown est la capitale de Barbade ?;Vrai
1554;Géographie;Capitales;ouverte;De quel pays Nassau est-elle la capitale ?;Bahamas
1555;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : World Wide Web ?;Tim Berners-Lee
1556;Géographie;Capitales;ouverte;De quel pays Riga est-elle la capitale ?;Lettonie
1557;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Søren Kierkegaard ?;L'angoisse existentielle
1558;Culture populaire;BD, mangas, jeux vidéo;ouverte;Premier jeu vidéo de Nintendo mettant en scène Mario;Donkey Kong
1559;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Mexique est Niamey ?;Faux (c'est Mexico)
1560;Géographie;Capitales;ouverte;De quel pays La Valette est-elle la capitale ?;Malte
1561;Médecine & Corps humain;Anatomie/Soins;vrai/faux;Vrai ou faux : Date du premier cœur artificiel implanté avec succès — 1982 ?;Vrai
1562;Géographie;Capitales;ouverte;De quel pays Tripoli est-elle la capitale ?;Libye
1563;Géographie;Capitales;vrai/faux;Vrai ou faux : Ljubljana est la capitale de Slovénie ?;Vrai
1564;Géographie;Capitales;vrai/faux;Vrai ou faux : Tunis est la capitale de Tunisie ?;Vrai
1565;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1566;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1567;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1568;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1569;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1570;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1571;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1572;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1573;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1574;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1575;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1576;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1577;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1578;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1579;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1580;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1581;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1582;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1583;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1584;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1585;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1586;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1587;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1588;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1589;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1590;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1591;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1592;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1593;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1594;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1595;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1596;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1597;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1598;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1599;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1600;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1601;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1602;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1603;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1604;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1605;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1606;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1607;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1608;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1609;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1610;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1611;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1612;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1613;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1614;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1615;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1616;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1617;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1618;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1619;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1620;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1621;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1622;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1623;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1624;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1625;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1626;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1627;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1628;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1629;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1630;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1631;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1632;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1633;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1634;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1635;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1636;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1637;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1638;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1639;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1640;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1641;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1642;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1643;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1644;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1645;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1646;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1647;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1648;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1649;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1650;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1651;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1652;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1653;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1654;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1655;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1656;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1657;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1658;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1659;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1660;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1661;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1662;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1663;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1664;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1665;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1666;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1667;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1668;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1669;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1670;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1671;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1672;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1673;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1674;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1675;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1676;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1677;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1678;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1679;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1680;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1681;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1682;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1683;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1684;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1685;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1686;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1687;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1688;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1689;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1690;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
1691;Cuisine;Desserts;ouverte;Quel dessert est composé de couches de pâte feuilletée et de crème pâtissière ?;Mille-feuille
1692;Langue française;Orthographe;vrai/faux;Vrai ou faux : on écrit 'je vais au marchés' ?;Faux
1693;Série;Netflix;ouverte;Dans quelle série retrouve-t-on le personnage Geralt de Riv ?;The Witcher
1694;Animaux;Records;ouverte;Quel est l'animal terrestre le plus rapide ?;Guépard
1695;Cinéma;Oscars;ouverte;Quel film a remporté l'Oscar du meilleur film en 2020 ?;Parasite
